,Kingdom,Phylum,Class,Order,Family,Genus,Species
ASV_74171,Eukaryota,Annelida,Polychaeta,unknown,Polygordiidae,Polygordius,Polygordius appendiculatus
ASV_74208,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,s_
ASV_74313,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_74481,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_74514,Eukaryota,Arthropoda,Insecta,Diptera,Hippoboscidae,g_,s_
ASV_74575,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_74580,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_74902,Eukaryota,unknown,Bigyra,Bicosoecida,Cafeteriaceae,g_,s_
ASV_74925,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_74953,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_74995,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_75030,Eukaryota,unknown,Oomycota,unassigned,unassigned,g_,s_
ASV_75050,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_75069,Eukaryota,Porifera,Demospongiae,Clionaida,Spirastrellidae,g_,s_
ASV_75075,Eukaryota,Haptista,Haptophyta,Isochrysidales,Noelaerhabdaceae,g_,s_
ASV_75102,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_75103,Eukaryota,unknown,Oomycota,unassigned,unassigned,g_,s_
ASV_75149,Eukaryota,unknown,Phaeophyceae,Ectocarpales,Chordariaceae,g_,s_
ASV_75183,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_75190,Eukaryota,unknown,Phaeophyceae,Ectocarpales,Ectocarpaceae,g_,s_
ASV_75213,Eukaryota,Chordata,Ascidiacea,Enterogona,Didemnidae,g_,s_
ASV_75227,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_75246,Eukaryota,Arthropoda,Insecta,Hymenoptera,unassigned,g_,s_
ASV_75297,Eukaryota,Rhodophyta,Florideophyceae,Ceramiales,Delesseriaceae,g_,s_
ASV_75328,Eukaryota,unknown,Oomycota,Saprolegniales,Saprolegniaceae,g_,s_
ASV_75341,Eukaryota,Discosea,unknown,Himatismenida,unknown,g_,s_
ASV_75344,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_75371,unassigned,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_75417,Eukaryota,Arthropoda,Insecta,Lepidoptera,unassigned,g_,s_
ASV_75443,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_75444,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_75471,Bacteria,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_75500,Eukaryota,Nematoda,Chromadorea,Rhabditida,Panagrolaimidae,g_,s_
ASV_75510,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_75582,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus newmani
ASV_75594,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_75608,Eukaryota,Cnidaria,Hydrozoa,Anthoathecata,Bougainvilliidae,g_,s_
ASV_75694,Eukaryota,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,Vertebrata <red algae>,Vertebrata byssoides
ASV_75767,Eukaryota,unknown,Bolidophyceae,Parmales,Triparmaceae,g_,s_
ASV_75836,Eukaryota,Haptista,Haptophyta,Isochrysidales,Noelaerhabdaceae,g_,s_
ASV_75908,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_75970,Eukaryota,Haptista,Haptophyta,Prymnesiales,Chrysochromulinaceae,g_,s_
ASV_76066,Eukaryota,Haptista,Haptophyta,Prymnesiales,Chrysochromulinaceae,g_,s_
ASV_76104,Eukaryota,unknown,Oomycota,Peronosporales,Peronosporaceae,g_,s_
ASV_76196,Eukaryota,Ascomycota,Leotiomycetes,unknown,unknown,g_,s_
ASV_76224,Eukaryota,Haptista,Haptophyta,Phaeocystales,Phaeocystaceae,g_,s_
ASV_76243,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_76309,Eukaryota,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Campanularia,Campanularia hincksii
ASV_76361,Eukaryota,Haptista,Haptophyta,Prymnesiales,Chrysochromulinaceae,g_,s_
ASV_76378,unassigned,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_76385,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_76428,Eukaryota,Arthropoda,Insecta,Diptera,Ephydridae,g_,s_
ASV_76446,Eukaryota,Discosea,Flabellinia,Dactylopodida,Paramoebidae,g_,s_
ASV_76480,Eukaryota,unknown,Oomycota,unassigned,unassigned,g_,s_
ASV_76486,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_76523,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_76560,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus mimus
ASV_76626,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_76636,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_76722,Eukaryota,Discosea,unknown,Longamoebia,Acanthamoebidae,g_,s_
ASV_76810,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_76860,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_76892,Eukaryota,Haptista,Haptophyta,Isochrysidales,Noelaerhabdaceae,g_,s_
ASV_76903,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira punctigera
ASV_76906,Eukaryota,unknown,Bigyra,Bicosoecida,Cafeteriaceae,g_,s_
ASV_76931,Eukaryota,Annelida,Polychaeta,Terebellida,Trichobranchidae,Terebellides,Terebellides stroemii
ASV_76948,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_76960,Eukaryota,Ascomycota,unassigned,unassigned,unassigned,g_,s_
ASV_77061,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_77138,Eukaryota,Haptista,Haptophyta,Prymnesiales,Chrysochromulinaceae,g_,s_
ASV_77212,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_77451,Eukaryota,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,g_,s_
ASV_77476,Bacteria,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_77490,unassigned,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_77516,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_77537,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_77540,Eukaryota,Ascomycota,Dothideomycetes,Dothideales,Dothioraceae,g_,s_
ASV_77556,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_77565,Eukaryota,Haptista,Haptophyta,Prymnesiales,Chrysochromulinaceae,g_,s_
ASV_77631,Eukaryota,Haptista,Haptophyta,Prymnesiales,Chrysochromulinaceae,g_,s_
ASV_77635,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,g_,s_
ASV_77672,Eukaryota,Haptista,Haptophyta,Prymnesiales,Chrysochromulinaceae,g_,s_
ASV_77728,Eukaryota,Discosea,Flabellinia,Dactylopodida,Vexilliferidae,g_,s_
ASV_77760,Eukaryota,unknown,Phaeophyceae,Dictyotales,Dictyotaceae,g_,s_
ASV_77769,Eukaryota,Cnidaria,Hydrozoa,unassigned,unassigned,g_,s_
ASV_77796,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_77967,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,g_,s_
ASV_78070,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_78455,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_78555,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,g_,s_
ASV_78571,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,g_,s_
ASV_78605,Eukaryota,Annelida,Polychaeta,Phyllodocida,Nereididae,Platynereis,Platynereis bicanaliculata
ASV_78612,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,g_,s_
ASV_78624,Eukaryota,Rotifera,Monogononta,Ploima,Synchaetidae,g_,s_
ASV_78628,Eukaryota,Echinodermata,Holothuroidea,Dendrochirotida,unassigned,g_,s_
ASV_78886,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_78944,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,g_,s_
ASV_78976,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_79104,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_79629,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Melosirales,Melosiraceae,g_,s_
ASV_79659,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_79706,Eukaryota,Arthropoda,Insecta,Neuroptera,Osmylidae,g_,s_
ASV_79714,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_79753,Eukaryota,Haptista,Haptophyta,Prymnesiales,Chrysochromulinaceae,g_,s_
ASV_79831,Bacteria,unknown,unknown,unknown,unknown,g_,s_
ASV_79949,Eukaryota,Ascomycota,Leotiomycetes,unassigned,unassigned,g_,s_
ASV_80010,Eukaryota,Nemertea,Palaeonemertea,unknown,Cephalothricidae,g_,s_
ASV_80030,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_80036,Eukaryota,Discosea,Flabellinia,Dactylopodida,Vexilliferidae,g_,s_
ASV_80074,Eukaryota,Discosea,unknown,Himatismenida,Cochliopodiidae,g_,s_
ASV_80087,Eukaryota,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,g_,s_
ASV_80099,Eukaryota,Chlorophyta,Mamiellophyceae,Mamiellales,Bathycoccaceae,Bathycoccus,Bathycoccus prasinos
ASV_80192,Eukaryota,Arthropoda,Malacostraca,Isopoda,Scyphacidae,g_,s_
ASV_80245,Eukaryota,Discosea,unknown,Himatismenida,Cochliopodiidae,g_,s_
ASV_80285,Eukaryota,Ascomycota,unknown,unknown,unknown,g_,s_
ASV_80344,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_80350,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_80379,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_80380,Eukaryota,Bacillariophyta,Mediophyceae,unassigned,unassigned,unassigned,unassigned
ASV_80559,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_80661,Eukaryota,Rhodophyta,Florideophyceae,Corallinales,Lithophyllaceae,Amphiroa,s_
ASV_80686,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_80741,Eukaryota,Ascomycota,unassigned,unassigned,unassigned,g_,s_
ASV_80742,Eukaryota,Ascomycota,unassigned,unassigned,unassigned,g_,s_
ASV_80798,Eukaryota,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellaceae,g_,s_
ASV_80877,Eukaryota,unknown,Chrysophyceae,Chromulinales,Chromulinaceae,g_,s_
ASV_80917,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,g_,s_
ASV_80919,Eukaryota,Arthropoda,Hexanauplia,Harpacticoida,Miraciidae,Amphiascopsis,Amphiascopsis cinctus
ASV_80928,Eukaryota,Nematoda,Chromadorea,Rhabditida,Diplogasteridae,g_,s_
ASV_80949,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_81105,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_81111,Eukaryota,Picozoa,unknown,unknown,unknown,g_,s_
ASV_81127,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_81135,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_81146,Eukaryota,Rhodophyta,Bangiophyceae,Bangiales,Bangiaceae,g_,s_
ASV_81193,Eukaryota,Discosea,Flabellinia,Dactylopodida,Paramoebidae,g_,s_
ASV_81258,Eukaryota,unknown,Chrysophyceae,Chromulinales,unassigned,g_,s_
ASV_81266,Eukaryota,Chlorophyta,Pyramimonadophyceae,Pyramimonadales,Pyramimonadaceae,g_,s_
ASV_81432,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,g_,s_
ASV_81538,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,g_,s_
ASV_81580,Eukaryota,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,g_,s_
ASV_81599,Eukaryota,Rhodophyta,Bangiophyceae,Bangiales,Bangiaceae,g_,s_
ASV_81667,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_81759,Eukaryota,unknown,Oomycota,Peronosporales,Peronosporaceae,g_,s_
ASV_81822,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_81912,Eukaryota,Bacillariophyta,Bacillariophyceae,Cymbellales,Gomphonemataceae,Gomphonema,s_
ASV_82040,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_82078,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_82086,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_82135,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_82167,Eukaryota,Haptista,Haptophyta,Phaeocystales,Phaeocystaceae,g_,s_
ASV_82192,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,g_,s_
ASV_82197,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_82204,Eukaryota,unknown,Oomycota,Olpidiopsidales,Olpidiopsidaceae,g_,s_
ASV_82215,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_82216,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,g_,s_
ASV_82277,Eukaryota,Mollusca,Gastropoda,Trochida,Trochidae,g_,s_
ASV_82367,Eukaryota,Haptista,Haptophyta,Isochrysidales,Noelaerhabdaceae,Emiliania,Emiliania huxleyi
ASV_82409,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_82460,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_82768,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_82783,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_82788,Eukaryota,Haptista,Haptophyta,Prymnesiales,Chrysochromulinaceae,g_,s_
ASV_82798,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_82803,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_82932,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,g_,s_
ASV_83014,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,g_,s_
ASV_83030,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_83055,Eukaryota,Discosea,unassigned,unassigned,unassigned,g_,s_
ASV_83063,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,g_,s_
ASV_83101,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,unassigned
ASV_83221,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_83223,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_83229,Eukaryota,Discosea,Flabellinia,Dactylopodida,Paramoebidae,g_,s_
ASV_83230,Eukaryota,unknown,Oomycota,unknown,unknown,g_,s_
ASV_83234,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_83235,Eukaryota,unknown,Phaeophyceae,Ectocarpales,Acrotrichaceae,g_,s_
ASV_83237,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,g_,s_
ASV_83250,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_83253,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,g_,s_
ASV_83268,Eukaryota,Haptista,Haptophyta,Prymnesiales,Chrysochromulinaceae,g_,s_
ASV_83288,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_83293,Eukaryota,Haptista,Haptophyta,Prymnesiales,Chrysochromulinaceae,g_,s_
ASV_83294,Eukaryota,Haptista,Haptophyta,Prymnesiales,Chrysochromulinaceae,g_,s_
ASV_83298,Eukaryota,Haptista,Haptophyta,Prymnesiales,Chrysochromulinaceae,g_,s_
ASV_83326,Eukaryota,Arthropoda,Insecta,unassigned,unassigned,g_,s_
ASV_83340,Eukaryota,Cnidaria,Hydrozoa,Anthoathecata,Oceaniidae,g_,s_
ASV_83352,Eukaryota,Bacillariophyta,Fragilariophyceae,unassigned,unassigned,g_,s_
ASV_83399,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,g_,s_
ASV_83455,Eukaryota,unknown,Phaeophyceae,unassigned,unassigned,g_,s_
ASV_83507,Eukaryota,Discosea,unknown,Longamoebia,Acanthamoebidae,g_,s_
ASV_83549,Eukaryota,Rhodophyta,Bangiophyceae,Bangiales,Bangiaceae,g_,s_
ASV_83564,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_83662,Eukaryota,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Eumida,Eumida sanguinea species complex S21
ASV_83732,Eukaryota,unknown,Phaeophyceae,Ectocarpales,Chordariaceae,g_,s_
ASV_83734,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_83844,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_83932,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_83943,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,g_,s_
ASV_83944,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_83949,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_84542,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Amphipleuraceae,g_,s_
ASV_84543,Eukaryota,Ascomycota,unassigned,unassigned,unassigned,g_,s_
ASV_84548,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,g_,s_
ASV_84551,Eukaryota,Mollusca,Bivalvia,Myoida,Hiatellidae,Hiatella,Hiatella sp. L HML-2015
ASV_84552,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,g_,s_
ASV_84564,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,g_,s_
ASV_84565,Eukaryota,Haptista,Haptophyta,Isochrysidales,Noelaerhabdaceae,Emiliania,Emiliania huxleyi
ASV_84617,Eukaryota,Arthropoda,Malacostraca,Decapoda,unassigned,g_,s_
ASV_84634,Eukaryota,unknown,Oomycota,unassigned,unassigned,g_,s_
ASV_84668,Eukaryota,Arthropoda,unassigned,unassigned,unassigned,g_,s_
ASV_84673,Eukaryota,Arthropoda,Insecta,Diptera,Mycetophilidae,g_,s_
ASV_84722,Eukaryota,Rotifera,Monogononta,Ploima,Synchaetidae,g_,s_
ASV_84744,Eukaryota,Ascomycota,Leotiomycetes,unassigned,unassigned,g_,s_
ASV_84815,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_84833,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_84905,unassigned,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_85112,unassigned,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_85130,unassigned,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_86340,Eukaryota,unknown,Oomycota,Saprolegniales,Saprolegniaceae,g_,s_
ASV_86359,Eukaryota,Haptista,Haptophyta,Prymnesiales,Chrysochromulinaceae,g_,s_
ASV_86417,Eukaryota,Discosea,unknown,Himatismenida,unknown,g_,s_
ASV_86429,Eukaryota,unknown,Choanoflagellata,Craspedida,Salpingoecidae,g_,s_
ASV_86455,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_86484,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_86497,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_86566,Eukaryota,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,g_,s_
ASV_86571,Eukaryota,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum,unassigned
ASV_86841,Eukaryota,unknown,Oomycota,Peronosporales,Peronosporaceae,Phytophthora,unassigned
ASV_86887,Eukaryota,Discosea,Flabellinia,Dactylopodida,Vexilliferidae,g_,s_
ASV_86894,Eukaryota,Arthropoda,Hexanauplia,Sessilia,Chthamalidae,Chthamalus,Chthamalus fissus
ASV_86898,Eukaryota,Rotifera,Monogononta,Ploima,Synchaetidae,g_,s_
ASV_86964,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_87043,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,g_,s_
ASV_87056,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_87074,Eukaryota,Discosea,Flabellinia,Dactylopodida,Vexilliferidae,g_,s_
ASV_87103,Eukaryota,Mollusca,Gastropoda,Stylommatophora,Helicarionidae,g_,s_
ASV_87155,Eukaryota,Nemertea,Enopla,Monostilifera,Emplectonematidae,Emplectonema,Emplectonema gracile
ASV_87206,Eukaryota,Haptista,Haptophyta,Phaeocystales,Phaeocystaceae,g_,s_
ASV_87261,Eukaryota,Rotifera,Monogononta,Ploima,Synchaetidae,g_,s_
ASV_87263,Eukaryota,Rotifera,Monogononta,Ploima,Lecanidae,g_,s_
ASV_87278,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_87369,Eukaryota,Onychophora,Udeonychophora,Euonychophora,Peripatopsidae,g_,s_
ASV_87416,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_87526,Eukaryota,unknown,Phaeophyceae,Ectocarpales,Chordariaceae,g_,s_
ASV_87555,Eukaryota,Chordata,Mammalia,Cetacea,Balaenopteridae,Megaptera,Megaptera novaeangliae
ASV_87556,Eukaryota,Nemertea,Pilidiophora,Heteronemertea,unassigned,g_,s_
ASV_87568,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Paracalanidae,g_,s_
ASV_87612,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_87646,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,g_,s_
ASV_87652,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_87716,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_87726,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_87828,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_88018,Eukaryota,Arthropoda,Arachnida,Araneae,Sparassidae,g_,s_
ASV_88049,Eukaryota,Bryozoa,Gymnolaemata,Cheilostomatida,Bugulidae,g_,s_
ASV_88051,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Acartiidae,Acartia,Acartia californiensis
ASV_88133,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_88195,Eukaryota,Rhodophyta,Florideophyceae,Colaconematales,Colaconemataceae,Colaconema,Colaconema proskaueri
ASV_88308,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_88556,Bacteria,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_88557,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,g_,s_
ASV_88590,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_88621,Eukaryota,Arthropoda,Arachnida,Araneae,Stiphidiidae,g_,s_
ASV_88625,Eukaryota,Ascomycota,Leotiomycetes,Helotiales,unknown,g_,s_
ASV_88775,Eukaryota,Haptista,Haptophyta,Prymnesiales,Chrysochromulinaceae,g_,s_
ASV_88967,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_89004,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_89051,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_89132,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_89134,Eukaryota,Rotifera,Monogononta,Ploima,Synchaetidae,g_,s_
ASV_89220,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_89221,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_89315,Eukaryota,Cnidaria,Hydrozoa,Anthoathecata,Corynidae,g_,s_
ASV_89323,Eukaryota,Haptista,Haptophyta,Prymnesiales,Chrysochromulinaceae,g_,s_
ASV_89352,Eukaryota,unknown,Phaeophyceae,Ectocarpales,Chordariaceae,g_,s_
ASV_89413,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,g_,s_
ASV_89480,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_89500,Eukaryota,unknown,Oomycota,Saprolegniales,Saprolegniaceae,g_,s_
ASV_89524,Eukaryota,Cnidaria,Hydrozoa,Siphonophorae,Agalmatidae,g_,s_
ASV_89535,Eukaryota,unknown,Phaeophyceae,Fucales,Sargassaceae,g_,s_
ASV_89565,Eukaryota,Echinodermata,Holothuroidea,Dendrochirotida,Phyllophoridae,g_,s_
ASV_89570,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_89601,Eukaryota,Annelida,Clitellata,Hirudinida,Glossiphoniidae,g_,s_
ASV_89647,Eukaryota,Ascomycota,unassigned,unassigned,unassigned,g_,s_
ASV_89655,Eukaryota,Rhodophyta,Bangiophyceae,Bangiales,Bangiaceae,g_,s_
ASV_89688,Eukaryota,unknown,Oomycota,Peronosporales,Peronosporaceae,g_,s_
ASV_89725,Eukaryota,Bacillariophyta,Mediophyceae,Lithodesmiales,Lithodesmiaceae,g_,s_
ASV_89738,Eukaryota,Chordata,Ascidiacea,Enterogona,Perophoridae,g_,s_
ASV_89740,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Stephanodiscaceae,g_,s_
ASV_89823,Eukaryota,Ascomycota,unassigned,unassigned,unassigned,g_,s_
ASV_89848,Eukaryota,Discosea,unknown,Himatismenida,Cochliopodiidae,g_,s_
ASV_89987,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_90033,Eukaryota,unknown,Phaeophyceae,Fucales,Durvillaeaceae,g_,s_
ASV_90050,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
